Race,Age.Group,Year.of.diagnosis,Sex,Count
0,10,0,1,2839
0,10,0,2,1971
0,10,1,0,56
0,10,1,1,28
0,10,1,2,28
0,10,2,0,65
0,10,2,1,34
0,10,2,2,31
0,10,3,0,64
0,10,3,1,37
0,10,3,2,27
0,10,4,0,57
0,10,4,1,41
0,10,4,2,16
0,10,5,0,55
0,10,5,1,34
0,10,5,2,21
0,10,6,0,62
0,10,6,1,34
0,10,6,2,28
0,10,7,0,59
0,10,7,1,37
0,10,7,2,22
0,10,8,0,47
0,10,8,1,25
0,10,8,2,22
0,10,9,0,65
0,10,9,1,35
0,10,9,2,30
0,10,10,0,48
0,10,10,1,32
0,10,10,2,16
0,10,11,0,77
0,10,11,1,37
0,10,11,2,40
0,10,12,0,72
0,10,12,1,48
0,10,12,2,24
0,10,13,0,82
0,10,13,1,51
0,10,13,2,31
0,10,14,0,70
0,10,14,1,46
0,10,14,2,24
0,10,15,0,68
0,10,15,1,42
0,10,15,2,26
0,10,16,0,66
0,10,16,1,32
0,10,16,2,34
0,10,17,0,100
0,10,17,1,62
0,10,17,2,38
0,10,18,0,110
0,10,18,1,63
0,10,18,2,47
0,10,19,0,92
0,10,19,1,54
0,10,19,2,38
0,10,20,0,105
0,10,20,1,61
0,10,20,2,44
0,10,21,0,113
0,10,21,1,67
0,10,21,2,46
0,10,22,0,103
0,10,22,1,60
0,10,22,2,43
0,10,23,0,114
0,10,23,1,59
0,10,23,2,55
0,10,24,0,108
0,10,24,1,57
0,10,24,2,51
0,10,25,0,129
0,10,25,1,72
0,10,25,2,57
0,10,26,0,134
0,10,26,1,86
0,10,26,2,48
0,10,27,0,133
0,10,27,1,74
0,10,27,2,59
0,10,28,0,141
0,10,28,1,85
0,10,28,2,56
0,10,29,0,132
0,10,29,1,79
0,10,29,2,53
0,10,30,0,125
0,10,30,1,72
0,10,30,2,53
0,10,31,0,142
0,10,31,1,85
0,10,31,2,57
0,10,32,0,167
0,10,32,1,99
0,10,32,2,68
0,10,33,0,136
0,10,33,1,91
0,10,33,2,45
0,10,34,0,132
0,10,34,1,68
0,10,34,2,64
0,10,35,0,136
0,10,35,1,73
0,10,35,2,63
0,10,36,0,144
0,10,36,1,84
0,10,36,2,60
0,10,37,0,166
0,10,37,1,93
0,10,37,2,73
0,10,38,0,150
0,10,38,1,96
0,10,38,2,54
0,10,39,0,143
0,10,39,1,87
0,10,39,2,56
0,10,40,0,141
0,10,40,1,86
0,10,40,2,55
0,10,41,0,139
0,10,41,1,92
0,10,41,2,47
0,10,42,0,151
0,10,42,1,84
0,10,42,2,67
0,10,43,0,135
0,10,43,1,78
0,10,43,2,57
0,10,44,0,135
0,10,44,1,90
0,10,44,2,45
0,10,45,0,141
0,10,45,1,89
0,10,45,2,52
0,11,0,0,6968
0,11,0,1,4198
0,11,0,2,2770
0,11,1,0,98
0,11,1,1,52
0,11,1,2,46
0,11,2,0,98
0,11,2,1,48
0,11,2,2,50
0,11,3,0,85
0,11,3,1,51
0,11,3,2,34
0,11,4,0,86
0,11,4,1,59
0,11,4,2,27
0,11,5,0,109
0,11,5,1,60
0,11,5,2,49
0,11,6,0,96
0,11,6,1,64
0,11,6,2,32
0,11,7,0,101
0,11,7,1,57
0,11,7,2,44
0,11,8,0,90
0,11,8,1,59
0,11,8,2,31
0,11,9,0,75
0,11,9,1,43
0,11,9,2,32
0,11,10,0,110
0,11,10,1,69
0,11,10,2,41
0,11,11,0,99
0,11,11,1,62
0,11,11,2,37
0,11,12,0,85
0,11,12,1,49
0,11,12,2,36
0,11,13,0,102
0,11,13,1,60
0,11,13,2,42
0,11,14,0,105
0,11,14,1,78
0,11,14,2,27
0,11,15,0,101
0,11,15,1,64
0,11,15,2,37
0,11,16,0,106
0,11,16,1,62
0,11,16,2,44
0,11,17,0,119
0,11,17,1,85
0,11,17,2,34
0,11,18,0,93
0,11,18,1,60
0,11,18,2,33
0,11,19,0,125
0,11,19,1,78
0,11,19,2,47
0,11,20,0,110
0,11,20,1,57
0,11,20,2,53
0,11,21,0,161
0,11,21,1,96
0,11,21,2,65
0,11,22,0,156
0,11,22,1,91
0,11,22,2,65
0,11,23,0,180
0,11,23,1,118
0,11,23,2,62
0,11,24,0,165
0,11,24,1,100
0,11,24,2,65
0,11,25,0,138
0,11,25,1,80
0,11,25,2,58
0,11,26,0,164
0,11,26,1,105
0,11,26,2,59
0,11,27,0,182
0,11,27,1,119
0,11,27,2,63
0,11,28,0,155
0,11,28,1,84
0,11,28,2,71
0,11,29,0,202
0,11,29,1,123
0,11,29,2,79
0,11,30,0,182
0,11,30,1,104
0,11,30,2,78
0,11,31,0,180
0,11,31,1,114
0,11,31,2,66
0,11,32,0,180
0,11,32,1,104
0,11,32,2,76
0,11,33,0,152
0,11,33,1,90
0,11,33,2,62
0,11,34,0,223
0,11,34,1,131
0,11,34,2,92
0,11,35,0,240
0,11,35,1,147
0,11,35,2,93
0,11,36,0,225
0,11,36,1,126
0,11,36,2,99
0,11,37,0,244
0,11,37,1,147
0,11,37,2,97
0,11,38,0,214
0,11,38,1,122
0,11,38,2,92
0,11,39,0,267
0,11,39,1,163
0,11,39,2,104
0,11,40,0,227
0,11,40,1,137
0,11,40,2,90
0,11,41,0,248
0,11,41,1,156
0,11,41,2,92
0,11,42,0,209
0,11,42,1,124
0,11,42,2,85
0,11,43,0,252
0,11,43,1,143
0,11,43,2,109
0,11,44,0,213
0,11,44,1,127
0,11,44,2,86
0,11,45,0,216
0,11,45,1,130
0,11,45,2,86
0,12,0,0,9374
0,12,0,1,5755
0,12,0,2,3619
0,12,1,0,130
0,12,1,1,78
0,12,1,2,52
0,12,2,0,133
0,12,2,1,83
0,12,2,2,50
0,12,3,0,140
0,12,3,1,91
0,12,3,2,49
0,12,4,0,133
0,12,4,1,82
0,12,4,2,51
0,12,5,0,146
0,12,5,1,81
0,12,5,2,65
0,12,6,0,163
0,12,6,1,100
0,12,6,2,63
0,12,7,0,124
0,12,7,1,74
0,12,7,2,50
0,12,8,0,141
0,12,8,1,84
0,12,8,2,57
0,12,9,0,149
0,12,9,1,100
0,12,9,2,49
0,12,10,0,141
0,12,10,1,90
0,12,10,2,51
0,12,11,0,148
0,12,11,1,93
0,12,11,2,55
0,12,12,0,153
0,12,12,1,96
0,12,12,2,57
0,12,13,0,137
0,12,13,1,89
0,12,13,2,48
0,12,14,0,141
0,12,14,1,98
0,12,14,2,43
0,12,15,0,133
0,12,15,1,83
0,12,15,2,50
0,12,16,0,122
0,12,16,1,74
0,12,16,2,48
0,12,17,0,156
0,12,17,1,97
0,12,17,2,59
0,12,18,0,153
0,12,18,1,100
0,12,18,2,53
0,12,19,0,139
0,12,19,1,95
0,12,19,2,44
0,12,20,0,148
0,12,20,1,88
0,12,20,2,60
0,12,21,0,154
0,12,21,1,91
0,12,21,2,63
0,12,22,0,148
0,12,22,1,90
0,12,22,2,58
0,12,23,0,151
0,12,23,1,91
0,12,23,2,60
0,12,24,0,171
0,12,24,1,104
0,12,24,2,67
0,12,25,0,187
0,12,25,1,113
0,12,25,2,74
0,12,26,0,204
0,12,26,1,130
0,12,26,2,74
0,12,27,0,216
0,12,27,1,144
0,12,27,2,72
0,12,28,0,201
0,12,28,1,143
0,12,28,2,58
0,12,29,0,243
0,12,29,1,133
0,12,29,2,110
0,12,30,0,251
0,12,30,1,149
0,12,30,2,102
0,12,31,0,262
0,12,31,1,157
0,12,31,2,105
0,12,32,0,259
0,12,32,1,154
0,12,32,2,105
0,12,33,0,293
0,12,33,1,186
0,12,33,2,107
0,12,34,0,256
0,12,34,1,157
0,12,34,2,99
0,12,35,0,284
0,12,35,1,171
0,12,35,2,113
0,12,36,0,305
0,12,36,1,181
0,12,36,2,124
0,12,37,0,329
0,12,37,1,202
0,12,37,2,127
0,12,38,0,328
0,12,38,1,195
0,12,38,2,133
0,12,39,0,295
0,12,39,1,172
0,12,39,2,123
0,12,40,0,341
0,12,40,1,201
0,12,40,2,140
0,12,41,0,310
0,12,41,1,188
0,12,41,2,122
0,12,42,0,370
0,12,42,1,214
0,12,42,2,156
0,12,43,0,329
0,12,43,1,200
0,12,43,2,129
0,12,44,0,309
0,12,44,1,190
0,12,44,2,119
0,12,45,0,348
0,12,45,1,223
0,12,45,2,125
0,13,0,0,11982
0,13,0,1,7372
0,13,0,2,4610
0,13,1,0,188
0,13,1,1,107
0,13,1,2,81
0,13,2,0,218
0,13,2,1,137
0,13,2,2,81
0,13,3,0,178
0,13,3,1,101
0,13,3,2,77
0,13,4,0,160
0,13,4,1,94
0,13,4,2,66
0,13,5,0,157
0,13,5,1,103
0,13,5,2,54
0,13,6,0,199
0,13,6,1,120
0,13,6,2,79
0,13,7,0,172
0,13,7,1,120
0,13,7,2,52
0,13,8,0,184
0,13,8,1,130
0,13,8,2,54
0,13,9,0,198
0,13,9,1,113
0,13,9,2,85
0,13,10,0,223
0,13,10,1,126
0,13,10,2,97
0,13,11,0,217
0,13,11,1,136
0,13,11,2,81
0,13,12,0,179
0,13,12,1,110
0,13,12,2,69
0,13,13,0,213
0,13,13,1,127
0,13,13,2,86
0,13,14,0,180
0,13,14,1,104
0,13,14,2,76
0,13,15,0,192
0,13,15,1,117
0,13,15,2,75
0,13,16,0,205
0,13,16,1,141
0,13,16,2,64
0,13,17,0,193
0,13,17,1,124
0,13,17,2,69
0,13,18,0,202
0,13,18,1,123
0,13,18,2,79
0,13,19,0,213
0,13,19,1,128
0,13,19,2,85
0,13,20,0,204
0,13,20,1,133
0,13,20,2,71
0,13,21,0,204
0,13,21,1,125
0,13,21,2,79
0,13,22,0,215
0,13,22,1,130
0,13,22,2,85
0,13,23,0,197
0,13,23,1,125
0,13,23,2,72
0,13,24,0,198
0,13,24,1,114
0,13,24,2,84
0,13,25,0,217
0,13,25,1,142
0,13,25,2,75
0,13,26,0,217
0,13,26,1,142
0,13,26,2,75
0,13,27,0,246
0,13,27,1,166
0,13,27,2,80
0,13,28,0,251
0,13,28,1,153
0,13,28,2,98
0,13,29,0,261
0,13,29,1,171
0,13,29,2,90
0,13,30,0,266
0,13,30,1,173
0,13,30,2,93
0,13,31,0,275
0,13,31,1,163
0,13,31,2,112
0,13,32,0,303
0,13,32,1,180
0,13,32,2,123
0,13,33,0,309
0,13,33,1,181
0,13,33,2,128
0,13,34,0,327
0,13,34,1,208
0,13,34,2,119
0,13,35,0,356
0,13,35,1,225
0,13,35,2,131
0,13,36,0,418
0,13,36,1,243
0,13,36,2,175
0,13,37,0,432
0,13,37,1,269
0,13,37,2,163
0,13,38,0,410
0,13,38,1,249
0,13,38,2,161
0,13,39,0,442
0,13,39,1,261
0,13,39,2,181
0,13,40,0,438
0,13,40,1,269
0,13,40,2,169
0,13,41,0,445
0,13,41,1,258
0,13,41,2,187
0,13,42,0,447
0,13,42,1,289
0,13,42,2,158
0,13,43,0,410
0,13,43,1,252
0,13,43,2,158
0,13,44,0,407
0,13,44,1,246
0,13,44,2,161
0,13,45,0,416
0,13,45,1,244
0,13,45,2,172
0,14,0,0,14405
0,14,0,1,8838
0,14,0,2,5567
0,14,1,0,207
0,14,1,1,118
0,14,1,2,89
0,14,2,0,187
0,14,2,1,103
0,14,2,2,84
0,14,3,0,200
0,14,3,1,114
0,14,3,2,86
0,14,4,0,210
0,14,4,1,135
0,14,4,2,75
0,14,5,0,176
0,14,5,1,110
0,14,5,2,66
0,14,6,0,225
0,14,6,1,137
0,14,6,2,88
0,14,7,0,241
0,14,7,1,136
0,14,7,2,105
0,14,8,0,239
0,14,8,1,148
0,14,8,2,91
0,14,9,0,230
0,14,9,1,144
0,14,9,2,86
0,14,10,0,222
0,14,10,1,140
0,14,10,2,82
0,14,11,0,264
0,14,11,1,151
0,14,11,2,113
0,14,12,0,261
0,14,12,1,161
0,14,12,2,100
0,14,13,0,254
0,14,13,1,164
0,14,13,2,90
0,14,14,0,260
0,14,14,1,163
0,14,14,2,97
0,14,15,0,278
0,14,15,1,171
0,14,15,2,107
0,14,16,0,269
0,14,16,1,166
0,14,16,2,103
0,14,17,0,258
0,14,17,1,158
0,14,17,2,100
0,14,18,0,287
0,14,18,1,171
0,14,18,2,116
0,14,19,0,286
0,14,19,1,162
0,14,19,2,124
0,14,20,0,273
0,14,20,1,175
0,14,20,2,98
0,14,21,0,268
0,14,21,1,158
0,14,21,2,110
0,14,22,0,292
0,14,22,1,175
0,14,22,2,117
0,14,23,0,300
0,14,23,1,190
0,14,23,2,110
0,14,24,0,282
0,14,24,1,169
0,14,24,2,113
0,14,25,0,221
0,14,25,1,141
0,14,25,2,80
0,14,26,0,279
0,14,26,1,173
0,14,26,2,106
0,14,27,0,282
0,14,27,1,166
0,14,27,2,116
0,14,28,0,289
0,14,28,1,191
0,14,28,2,98
0,14,29,0,318
0,14,29,1,191
0,14,29,2,127
0,14,30,0,306
0,14,30,1,192
0,14,30,2,114
0,14,31,0,298
0,14,31,1,191
0,14,31,2,107
0,14,32,0,307
0,14,32,1,173
0,14,32,2,134
0,14,33,0,320
0,14,33,1,198
0,14,33,2,122
0,14,34,0,357
0,14,34,1,227
0,14,34,2,130
0,14,35,0,345
0,14,35,1,200
0,14,35,2,145
0,14,36,0,463
0,14,36,1,289
0,14,36,2,174
0,14,37,0,449
0,14,37,1,273
0,14,37,2,176
0,14,38,0,490
0,14,38,1,320
0,14,38,2,170
0,14,39,0,490
0,14,39,1,304
0,14,39,2,186
0,14,40,0,512
0,14,40,1,335
0,14,40,2,177
0,14,41,0,530
0,14,41,1,327
0,14,41,2,203
0,14,42,0,573
0,14,42,1,365
0,14,42,2,208
0,14,43,0,555
0,14,43,1,323
0,14,43,2,232
0,14,44,0,540
0,14,44,1,328
0,14,44,2,212
0,14,45,0,512
0,14,45,1,312
0,14,45,2,200
0,15,0,0,15777
0,15,0,1,9592
0,15,0,2,6185
0,15,1,0,200
0,15,1,1,115
0,15,1,2,85
0,15,2,0,212
0,15,2,1,126
0,15,2,2,86
0,15,3,0,228
0,15,3,1,122
0,15,3,2,106
0,15,4,0,224
0,15,4,1,127
0,15,4,2,97
0,15,5,0,240
0,15,5,1,136
0,15,5,2,104
0,15,6,0,223
0,15,6,1,137
0,15,6,2,86
0,15,7,0,236
0,15,7,1,132
0,15,7,2,104
0,15,8,0,249
0,15,8,1,159
0,15,8,2,90
0,15,9,0,259
0,15,9,1,165
0,15,9,2,94
0,15,10,0,239
0,15,10,1,135
0,15,10,2,104
0,15,11,0,269
0,15,11,1,157
0,15,11,2,112
0,15,12,0,274
0,15,12,1,163
0,15,12,2,111
0,15,13,0,300
0,15,13,1,176
0,15,13,2,124
0,15,14,0,278
0,15,14,1,158
0,15,14,2,120
0,15,15,0,301
0,15,15,1,187
0,15,15,2,114
0,15,16,0,306
0,15,16,1,196
0,15,16,2,110
0,15,17,0,338
0,15,17,1,193
0,15,17,2,145
0,15,18,0,321
0,15,18,1,192
0,15,18,2,129
0,15,19,0,313
0,15,19,1,193
0,15,19,2,120
0,15,20,0,372
0,15,20,1,228
0,15,20,2,144
0,15,21,0,365
0,15,21,1,238
0,15,21,2,127
0,15,22,0,344
0,15,22,1,204
0,15,22,2,140
0,15,23,0,353
0,15,23,1,212
0,15,23,2,141
0,15,24,0,341
0,15,24,1,218
0,15,24,2,123
0,15,25,0,347
0,15,25,1,225
0,15,25,2,122
0,15,26,0,318
0,15,26,1,201
0,15,26,2,117
0,15,27,0,396
0,15,27,1,245
0,15,27,2,151
0,15,28,0,322
0,15,28,1,207
0,15,28,2,115
0,15,29,0,351
0,15,29,1,225
0,15,29,2,126
0,15,30,0,336
0,15,30,1,202
0,15,30,2,134
0,15,31,0,365
0,15,31,1,223
0,15,31,2,142
0,15,32,0,329
0,15,32,1,190
0,15,32,2,139
0,15,33,0,374
0,15,33,1,227
0,15,33,2,147
0,15,34,0,383
0,15,34,1,229
0,15,34,2,154
0,15,35,0,389
0,15,35,1,226
0,15,35,2,163
0,15,36,0,396
0,15,36,1,237
0,15,36,2,159
0,15,37,0,412
0,15,37,1,269
0,15,37,2,143
0,15,38,0,440
0,15,38,1,262
0,15,38,2,178
0,15,39,0,522
0,15,39,1,296
0,15,39,2,226
0,15,40,0,523
0,15,40,1,332
0,15,40,2,191
0,15,41,0,507
0,15,41,1,313
0,15,41,2,194
0,15,42,0,540
0,15,42,1,334
0,15,42,2,206
0,15,43,0,578
0,15,43,1,349
0,15,43,2,229
0,15,44,0,573
0,15,44,1,356
0,15,44,2,217
0,15,45,0,591
0,15,45,1,375
0,15,45,2,216
0,16,0,0,15210
0,16,0,1,8765
0,16,0,2,6445
0,16,1,0,191
0,16,1,1,117
0,16,1,2,74
0,16,2,0,227
0,16,2,1,136
0,16,2,2,91
0,16,3,0,201
0,16,3,1,97
0,16,3,2,104
0,16,4,0,214
0,16,4,1,115
0,16,4,2,99
0,16,5,0,176
0,16,5,1,95
0,16,5,2,81
0,16,6,0,219
0,16,6,1,127
0,16,6,2,92
0,16,7,0,204
0,16,7,1,110
0,16,7,2,94
0,16,8,0,223
0,16,8,1,117
0,16,8,2,106
0,16,9,0,251
0,16,9,1,143
0,16,9,2,108
0,16,10,0,262
0,16,10,1,151
0,16,10,2,111
0,16,11,0,245
0,16,11,1,136
0,16,11,2,109
0,16,12,0,267
0,16,12,1,158
0,16,12,2,109
0,16,13,0,277
0,16,13,1,159
0,16,13,2,118
0,16,14,0,268
0,16,14,1,155
0,16,14,2,113
0,16,15,0,278
0,16,15,1,163
0,16,15,2,115
0,16,16,0,287
0,16,16,1,148
0,16,16,2,139
0,16,17,0,281
0,16,17,1,166
0,16,17,2,115
0,16,18,0,286
0,16,18,1,158
0,16,18,2,128
0,16,19,0,313
0,16,19,1,179
0,16,19,2,134
0,16,20,0,316
0,16,20,1,188
0,16,20,2,128
0,16,21,0,348
0,16,21,1,209
0,16,21,2,139
0,16,22,0,328
0,16,22,1,167
0,16,22,2,161
0,16,23,0,335
0,16,23,1,203
0,16,23,2,132
0,16,24,0,337
0,16,24,1,198
0,16,24,2,139
0,16,25,0,359
0,16,25,1,230
0,16,25,2,129
0,16,26,0,375
0,16,26,1,208
0,16,26,2,167
0,16,27,0,415
0,16,27,1,226
0,16,27,2,189
0,16,28,0,418
0,16,28,1,240
0,16,28,2,178
0,16,29,0,398
0,16,29,1,219
0,16,29,2,179
0,16,30,0,419
0,16,30,1,250
0,16,30,2,169
0,16,31,0,373
0,16,31,1,213
0,16,31,2,160
0,16,32,0,399
0,16,32,1,221
0,16,32,2,178
0,16,33,0,394
0,16,33,1,229
0,16,33,2,165
0,16,34,0,396
0,16,34,1,228
0,16,34,2,168
0,16,35,0,387
0,16,35,1,234
0,16,35,2,153
0,16,36,0,435
0,16,36,1,277
0,16,36,2,158
0,16,37,0,416
0,16,37,1,225
0,16,37,2,191
0,16,38,0,438
0,16,38,1,255
0,16,38,2,183
0,16,39,0,428
0,16,39,1,253
0,16,39,2,175
0,16,40,0,435
0,16,40,1,267
0,16,40,2,168
0,16,41,0,439
0,16,41,1,261
0,16,41,2,178
0,16,42,0,429
0,16,42,1,256
0,16,42,2,173
0,16,43,0,501
0,16,43,1,301
0,16,43,2,200
0,16,44,0,486
0,16,44,1,278
0,16,44,2,208
0,16,45,0,536
0,16,45,1,299
0,16,45,2,237
0,17,0,0,12887
0,17,0,1,6917
0,17,0,2,5970
0,17,1,0,182
0,17,1,1,93
0,17,1,2,89
0,17,2,0,192
0,17,2,1,93
0,17,2,2,99
0,17,3,0,176
0,17,3,1,90
0,17,3,2,86
0,17,4,0,215
0,17,4,1,96
0,17,4,2,119
0,17,5,0,197
0,17,5,1,93
0,17,5,2,104
0,17,6,0,162
0,17,6,1,78
0,17,6,2,84
0,17,7,0,170
0,17,7,1,89
0,17,7,2,81
0,17,8,0,195
0,17,8,1,106
0,17,8,2,89
0,17,9,0,211
0,17,9,1,98
0,17,9,2,113
0,17,10,0,200
0,17,10,1,92
0,17,10,2,108
0,17,11,0,193
0,17,11,1,94
0,17,11,2,99
0,17,12,0,208
0,17,12,1,112
0,17,12,2,96
0,17,13,0,225
0,17,13,1,119
0,17,13,2,106
0,17,14,0,207
0,17,14,1,102
0,17,14,2,105
0,17,15,0,223
0,17,15,1,110
0,17,15,2,113
0,17,16,0,229
0,17,16,1,123
0,17,16,2,106
0,17,17,0,226
0,17,17,1,90
0,17,17,2,136
0,17,18,0,213
0,17,18,1,110
0,17,18,2,103
0,17,19,0,256
0,17,19,1,138
0,17,19,2,118
0,17,20,0,237
0,17,20,1,123
0,17,20,2,114
0,17,21,0,265
0,17,21,1,134
0,17,21,2,131
0,17,22,0,271
0,17,22,1,128
0,17,22,2,143
0,17,23,0,246
0,17,23,1,136
0,17,23,2,110
0,17,24,0,275
0,17,24,1,136
0,17,24,2,139
0,17,25,0,263
0,17,25,1,142
0,17,25,2,121
0,17,26,0,309
0,17,26,1,166
0,17,26,2,143
0,17,27,0,368
0,17,27,1,200
0,17,27,2,168
0,17,28,0,343
0,17,28,1,189
0,17,28,2,154
0,17,29,0,313
0,17,29,1,171
0,17,29,2,142
0,17,30,0,355
0,17,30,1,174
0,17,30,2,181
0,17,31,0,348
0,17,31,1,197
0,17,31,2,151
0,17,32,0,399
0,17,32,1,215
0,17,32,2,184
0,17,33,0,351
0,17,33,1,212
0,17,33,2,139
0,17,34,0,373
0,17,34,1,184
0,17,34,2,189
0,17,35,0,402
0,17,35,1,238
0,17,35,2,164
0,17,36,0,425
0,17,36,1,248
0,17,36,2,177
0,17,37,0,397
0,17,37,1,227
0,17,37,2,170
0,17,38,0,406
0,17,38,1,218
0,17,38,2,188
0,17,39,0,403
0,17,39,1,234
0,17,39,2,169
0,17,40,0,405
0,17,40,1,249
0,17,40,2,156
0,17,41,0,368
0,17,41,1,204
0,17,41,2,164
0,17,42,0,351
0,17,42,1,209
0,17,42,2,142
0,17,43,0,389
0,17,43,1,227
0,17,43,2,162
0,17,44,0,367
0,17,44,1,215
0,17,44,2,152
0,17,45,0,378
0,17,45,1,215
0,17,45,2,163
0,18,0,0,13197
0,18,0,1,6126
0,18,0,2,7071
0,18,1,0,141
0,18,1,1,61
0,18,1,2,80
0,18,2,0,159
0,18,2,1,81
0,18,2,2,78
0,18,3,0,166
0,18,3,1,69
0,18,3,2,97
0,18,4,0,159
0,18,4,1,82
0,18,4,2,77
0,18,5,0,182
0,18,5,1,84
0,18,5,2,98
0,18,6,0,177
0,18,6,1,77
0,18,6,2,100
0,18,7,0,172
0,18,7,1,79
0,18,7,2,93
0,18,8,0,208
0,18,8,1,98
0,18,8,2,110
0,18,9,0,196
0,18,9,1,80
0,18,9,2,116
0,18,10,0,179
0,18,10,1,65
0,18,10,2,114
0,18,11,0,189
0,18,11,1,87
0,18,11,2,102
0,18,12,0,189
0,18,12,1,71
0,18,12,2,118
0,18,13,0,213
0,18,13,1,76
0,18,13,2,137
0,18,14,0,186
0,18,14,1,85
0,18,14,2,101
0,18,15,0,216
0,18,15,1,87
0,18,15,2,129
0,18,16,0,221
0,18,16,1,93
0,18,16,2,128
0,18,17,0,213
0,18,17,1,81
0,18,17,2,132
0,18,18,0,231
0,18,18,1,99
0,18,18,2,132
0,18,19,0,237
0,18,19,1,78
0,18,19,2,159
0,18,20,0,251
0,18,20,1,97
0,18,20,2,154
0,18,21,0,236
0,18,21,1,101
0,18,21,2,135
0,18,22,0,255
0,18,22,1,124
0,18,22,2,131
0,18,23,0,287
0,18,23,1,126
0,18,23,2,161
0,18,24,0,296
0,18,24,1,124
0,18,24,2,172
0,18,25,0,285
0,18,25,1,131
0,18,25,2,154
0,18,26,0,308
0,18,26,1,139
0,18,26,2,169
0,18,27,0,315
0,18,27,1,146
0,18,27,2,169
0,18,28,0,323
0,18,28,1,147
0,18,28,2,176
0,18,29,0,335
0,18,29,1,157
0,18,29,2,178
0,18,30,0,335
0,18,30,1,162
0,18,30,2,173
0,18,31,0,338
0,18,31,1,157
0,18,31,2,181
0,18,32,0,372
0,18,32,1,175
0,18,32,2,197
0,18,33,0,399
0,18,33,1,192
0,18,33,2,207
0,18,34,0,410
0,18,34,1,205
0,18,34,2,205
0,18,35,0,417
0,18,35,1,184
0,18,35,2,233
0,18,36,0,429
0,18,36,1,212
0,18,36,2,217
0,18,37,0,433
0,18,37,1,201
0,18,37,2,232
0,18,38,0,437
0,18,38,1,222
0,18,38,2,215
0,18,39,0,431
0,18,39,1,223
0,18,39,2,208
0,18,40,0,498
0,18,40,1,256
0,18,40,2,242
0,18,41,0,423
0,18,41,1,197
0,18,41,2,226
0,18,42,0,451
0,18,42,1,238
0,18,42,2,213
0,18,43,0,445
0,18,43,1,239
0,18,43,2,206
0,18,44,0,433
0,18,44,1,218
0,18,44,2,215
0,18,45,0,421
0,18,45,1,220
0,18,45,2,201
0,19,0,0,0
0,19,0,1,0
0,19,0,2,0
0,19,1,0,0
0,19,1,1,0
0,19,1,2,0
0,19,2,0,0
0,19,2,1,0
0,19,2,2,0
0,19,3,0,0
0,19,3,1,0
0,19,3,2,0
0,19,4,0,0
0,19,4,1,0
0,19,4,2,0
0,19,5,0,0
0,19,5,1,0
0,19,5,2,0
0,19,6,0,0
0,19,6,1,0
0,19,6,2,0
0,19,7,0,0
0,19,7,1,0
0,19,7,2,0
0,19,8,0,0
0,19,8,1,0
0,19,8,2,0
0,19,9,0,0
0,19,9,1,0
0,19,9,2,0
0,19,10,0,0
0,19,10,1,0
0,19,10,2,0
0,19,11,0,0
0,19,11,1,0
0,19,11,2,0
0,19,12,0,0
0,19,12,1,0
0,19,12,2,0
0,19,13,0,0
0,19,13,1,0
0,19,13,2,0
0,19,14,0,0
0,19,14,1,0
0,19,14,2,0
0,19,15,0,0
0,19,15,1,0
0,19,15,2,0
0,19,16,0,0
0,19,16,1,0
0,19,16,2,0
0,19,17,0,0
0,19,17,1,0
0,19,17,2,0
0,19,18,0,0
0,19,18,1,0
0,19,18,2,0
0,19,19,0,0
0,19,19,1,0
0,19,19,2,0
0,19,20,0,0
0,19,20,1,0
0,19,20,2,0
0,19,21,0,0
0,19,21,1,0
0,19,21,2,0
0,19,22,0,0
0,19,22,1,0
0,19,22,2,0
0,19,23,0,0
0,19,23,1,0
0,19,23,2,0
0,19,24,0,0
0,19,24,1,0
0,19,24,2,0
0,19,25,0,0
0,19,25,1,0
0,19,25,2,0
0,19,26,0,0
0,19,26,1,0
0,19,26,2,0
0,19,27,0,0
0,19,27,1,0
0,19,27,2,0
0,19,28,0,0
0,19,28,1,0
0,19,28,2,0
0,19,29,0,0
0,19,29,1,0
0,19,29,2,0
0,19,30,0,0
0,19,30,1,0
0,19,30,2,0
0,19,31,0,0
0,19,31,1,0
0,19,31,2,0
0,19,32,0,0
0,19,32,1,0
0,19,32,2,0
0,19,33,0,0
0,19,33,1,0
0,19,33,2,0
0,19,34,0,0
0,19,34,1,0
0,19,34,2,0
0,19,35,0,0
0,19,35,1,0
0,19,35,2,0
0,19,36,0,0
0,19,36,1,0
0,19,36,2,0
0,19,37,0,0
0,19,37,1,0
0,19,37,2,0
0,19,38,0,0
0,19,38,1,0
0,19,38,2,0
0,19,39,0,0
0,19,39,1,0
0,19,39,2,0
0,19,40,0,0
0,19,40,1,0
0,19,40,2,0
0,19,41,0,0
0,19,41,1,0
0,19,41,2,0
0,19,42,0,0
0,19,42,1,0
0,19,42,2,0
0,19,43,0,0
0,19,43,1,0
0,19,43,2,0
0,19,44,0,0
0,19,44,1,0
0,19,44,2,0
0,19,45,0,0
0,19,45,1,0
0,19,45,2,0
1,0,0,0,415
1,0,0,1,188
1,0,0,2,227
1,0,1,0,6
1,0,1,1,3
1,0,1,2,3
1,0,2,0,7
1,0,2,1,4
1,0,2,2,3
1,0,3,0,4
1,0,3,1,3
1,0,3,2,1
1,0,4,0,11
1,0,4,1,7
1,0,4,2,4
