Race,Age.Group,Year.of.diagnosis,Sex,Count
1,10,10,0,43
1,10,10,1,29
1,10,10,2,14
1,10,11,0,67
1,10,11,1,33
1,10,11,2,34
1,10,12,0,62
1,10,12,1,42
1,10,12,2,20
1,10,13,0,75
1,10,13,1,47
1,10,13,2,28
1,10,14,0,56
1,10,14,1,39
1,10,14,2,17
1,10,15,0,59
1,10,15,1,36
1,10,15,2,23
1,10,16,0,60
1,10,16,1,29
1,10,16,2,31
1,10,17,0,87
1,10,17,1,53
1,10,17,2,34
1,10,18,0,92
1,10,18,1,57
1,10,18,2,35
1,10,19,0,83
1,10,19,1,50
1,10,19,2,33
1,10,20,0,89
1,10,20,1,55
1,10,20,2,34
1,10,21,0,90
1,10,21,1,57
1,10,21,2,33
1,10,22,0,83
1,10,22,1,47
1,10,22,2,36
1,10,23,0,96
1,10,23,1,52
1,10,23,2,44
1,10,24,0,93
1,10,24,1,50
1,10,24,2,43
1,10,25,0,102
1,10,25,1,56
1,10,25,2,46
1,10,26,0,103
1,10,26,1,71
1,10,26,2,32
1,10,27,0,107
1,10,27,1,58
1,10,27,2,49
1,10,28,0,121
1,10,28,1,72
1,10,28,2,49
1,10,29,0,114
1,10,29,1,67
1,10,29,2,47
1,10,30,0,103
1,10,30,1,61
1,10,30,2,42
1,10,31,0,113
1,10,31,1,70
1,10,31,2,43
1,10,32,0,133
1,10,32,1,79
1,10,32,2,54
1,10,33,0,117
1,10,33,1,76
1,10,33,2,41
1,10,34,0,105
1,10,34,1,55
1,10,34,2,50
1,10,35,0,100
1,10,35,1,55
1,10,35,2,45
1,10,36,0,111
1,10,36,1,69
1,10,36,2,42
1,10,37,0,133
1,10,37,1,74
1,10,37,2,59
1,10,38,0,120
1,10,38,1,81
1,10,38,2,39
1,10,39,0,106
1,10,39,1,65
1,10,39,2,41
1,10,40,0,115
1,10,40,1,71
1,10,40,2,44
1,10,41,0,107
1,10,41,1,72
1,10,41,2,35
1,10,42,0,119
1,10,42,1,66
1,10,42,2,53
1,10,43,0,96
1,10,43,1,58
1,10,43,2,38
1,10,44,0,100
1,10,44,1,67
1,10,44,2,33
1,10,45,0,104
1,10,45,1,66
1,10,45,2,38
1,11,0,0,5889
1,11,0,1,3593
1,11,0,2,2296
1,11,1,0,89
1,11,1,1,49
1,11,1,2,40
1,11,2,0,86
1,11,2,1,45
1,11,2,2,41
1,11,3,0,77
1,11,3,1,46
1,11,3,2,31
1,11,4,0,76
1,11,4,1,53
1,11,4,2,23
1,11,5,0,98
1,11,5,1,54
1,11,5,2,44
1,11,6,0,83
1,11,6,1,55
1,11,6,2,28
1,11,7,0,87
1,11,7,1,51
1,11,7,2,36
1,11,8,0,81
1,11,8,1,54
1,11,8,2,27
1,11,9,0,66
1,11,9,1,38
1,11,9,2,28
1,11,10,0,101
1,11,10,1,63
1,11,10,2,38
1,11,11,0,91
1,11,11,1,57
1,11,11,2,34
1,11,12,0,76
1,11,12,1,41
1,11,12,2,35
1,11,13,0,87
1,11,13,1,50
1,11,13,2,37
1,11,14,0,97
1,11,14,1,71
1,11,14,2,26
1,11,15,0,92
1,11,15,1,57
1,11,15,2,35
1,11,16,0,96
1,11,16,1,57
1,11,16,2,39
1,11,17,0,108
1,11,17,1,78
1,11,17,2,30
1,11,18,0,83
1,11,18,1,55
1,11,18,2,28
1,11,19,0,115
1,11,19,1,74
1,11,19,2,41
1,11,20,0,98
1,11,20,1,50
1,11,20,2,48
1,11,21,0,148
1,11,21,1,89
1,11,21,2,59
1,11,22,0,141
1,11,22,1,83
1,11,22,2,58
1,11,23,0,157
1,11,23,1,99
1,11,23,2,58
1,11,24,0,138
1,11,24,1,91
1,11,24,2,47
1,11,25,0,116
1,11,25,1,67
1,11,25,2,49
1,11,26,0,139
1,11,26,1,91
1,11,26,2,48
1,11,27,0,155
1,11,27,1,102
1,11,27,2,53
1,11,28,0,133
1,11,28,1,72
1,11,28,2,61
1,11,29,0,170
1,11,29,1,105
1,11,29,2,65
1,11,30,0,147
1,11,30,1,84
1,11,30,2,63
1,11,31,0,147
1,11,31,1,100
1,11,31,2,47
1,11,32,0,154
1,11,32,1,91
1,11,32,2,63
1,11,33,0,128
1,11,33,1,81
1,11,33,2,47
1,11,34,0,188
1,11,34,1,110
1,11,34,2,78
1,11,35,0,193
1,11,35,1,117
1,11,35,2,76
1,11,36,0,187
1,11,36,1,107
1,11,36,2,80
1,11,37,0,207
1,11,37,1,127
1,11,37,2,80
1,11,38,0,181
1,11,38,1,103
1,11,38,2,78
1,11,39,0,215
1,11,39,1,130
1,11,39,2,85
1,11,40,0,172
1,11,40,1,100
1,11,40,2,72
1,11,41,0,198
1,11,41,1,127
1,11,41,2,71
1,11,42,0,169
1,11,42,1,102
1,11,42,2,67
1,11,43,0,186
1,11,43,1,106
1,11,43,2,80
1,11,44,0,165
1,11,44,1,102
1,11,44,2,63
1,11,45,0,168
1,11,45,1,109
1,11,45,2,59
1,12,0,0,8077
1,12,0,1,4986
1,12,0,2,3091
1,12,1,0,120
1,12,1,1,72
1,12,1,2,48
1,12,2,0,117
1,12,2,1,73
1,12,2,2,44
1,12,3,0,131
1,12,3,1,86
1,12,3,2,45
1,12,4,0,123
1,12,4,1,74
1,12,4,2,49
1,12,5,0,134
1,12,5,1,74
1,12,5,2,60
1,12,6,0,149
1,12,6,1,90
1,12,6,2,59
1,12,7,0,107
1,12,7,1,63
1,12,7,2,44
1,12,8,0,127
1,12,8,1,75
1,12,8,2,52
1,12,9,0,129
1,12,9,1,88
1,12,9,2,41
1,12,10,0,124
1,12,10,1,75
1,12,10,2,49
1,12,11,0,131
1,12,11,1,83
1,12,11,2,48
1,12,12,0,135
1,12,12,1,84
1,12,12,2,51
1,12,13,0,118
1,12,13,1,76
1,12,13,2,42
1,12,14,0,124
1,12,14,1,86
1,12,14,2,38
1,12,15,0,112
1,12,15,1,72
1,12,15,2,40
1,12,16,0,109
1,12,16,1,65
1,12,16,2,44
1,12,17,0,134
1,12,17,1,86
1,12,17,2,48
1,12,18,0,136
1,12,18,1,90
1,12,18,2,46
1,12,19,0,122
1,12,19,1,83
1,12,19,2,39
1,12,20,0,134
1,12,20,1,80
1,12,20,2,54
1,12,21,0,138
1,12,21,1,81
1,12,21,2,57
1,12,22,0,135
1,12,22,1,83
1,12,22,2,52
1,12,23,0,128
1,12,23,1,77
1,12,23,2,51
1,12,24,0,149
1,12,24,1,92
1,12,24,2,57
1,12,25,0,157
1,12,25,1,99
1,12,25,2,58
1,12,26,0,176
1,12,26,1,115
1,12,26,2,61
1,12,27,0,190
1,12,27,1,129
1,12,27,2,61
1,12,28,0,174
1,12,28,1,128
1,12,28,2,46
1,12,29,0,212
1,12,29,1,118
1,12,29,2,94
1,12,30,0,212
1,12,30,1,124
1,12,30,2,88
1,12,31,0,224
1,12,31,1,138
1,12,31,2,86
1,12,32,0,227
1,12,32,1,136
1,12,32,2,91
1,12,33,0,261
1,12,33,1,168
1,12,33,2,93
1,12,34,0,221
1,12,34,1,134
1,12,34,2,87
1,12,35,0,246
1,12,35,1,152
1,12,35,2,94
1,12,36,0,264
1,12,36,1,161
1,12,36,2,103
1,12,37,0,282
1,12,37,1,178
1,12,37,2,104
1,12,38,0,281
1,12,38,1,166
1,12,38,2,115
1,12,39,0,242
1,12,39,1,136
1,12,39,2,106
1,12,40,0,274
1,12,40,1,162
1,12,40,2,112
1,12,41,0,262
1,12,41,1,156
1,12,41,2,106
1,12,42,0,308
1,12,42,1,183
1,12,42,2,125
1,12,43,0,272
1,12,43,1,164
1,12,43,2,108
1,12,44,0,253
1,12,44,1,157
1,12,44,2,96
1,12,45,0,273
1,12,45,1,174
1,12,45,2,99
1,13,0,0,10471
1,13,0,1,6525
1,13,0,2,3946
1,13,1,0,178
1,13,1,1,104
1,13,1,2,74
1,13,2,0,202
1,13,2,1,127
1,13,2,2,75
1,13,3,0,168
1,13,3,1,95
1,13,3,2,73
1,13,4,0,159
1,13,4,1,93
1,13,4,2,66
1,13,5,0,142
1,13,5,1,95
1,13,5,2,47
1,13,6,0,186
1,13,6,1,113
1,13,6,2,73
1,13,7,0,161
1,13,7,1,113
1,13,7,2,48
1,13,8,0,171
1,13,8,1,125
1,13,8,2,46
1,13,9,0,182
1,13,9,1,100
1,13,9,2,82
1,13,10,0,199
1,13,10,1,112
1,13,10,2,87
1,13,11,0,200
1,13,11,1,128
1,13,11,2,72
1,13,12,0,161
1,13,12,1,98
1,13,12,2,63
1,13,13,0,186
1,13,13,1,111
1,13,13,2,75
1,13,14,0,160
1,13,14,1,93
1,13,14,2,67
1,13,15,0,170
1,13,15,1,104
1,13,15,2,66
1,13,16,0,186
1,13,16,1,130
1,13,16,2,56
1,13,17,0,168
1,13,17,1,111
1,13,17,2,57
1,13,18,0,174
1,13,18,1,108
1,13,18,2,66
1,13,19,0,181
1,13,19,1,113
1,13,19,2,68
1,13,20,0,183
1,13,20,1,120
1,13,20,2,63
1,13,21,0,187
1,13,21,1,120
1,13,21,2,67
1,13,22,0,184
1,13,22,1,108
1,13,22,2,76
1,13,23,0,176
1,13,23,1,113
1,13,23,2,63
1,13,24,0,174
1,13,24,1,100
1,13,24,2,74
1,13,25,0,189
1,13,25,1,125
1,13,25,2,64
1,13,26,0,185
1,13,26,1,123
1,13,26,2,62
1,13,27,0,214
1,13,27,1,143
1,13,27,2,71
1,13,28,0,221
1,13,28,1,135
1,13,28,2,86
1,13,29,0,221
1,13,29,1,144
1,13,29,2,77
1,13,30,0,226
1,13,30,1,150
1,13,30,2,76
1,13,31,0,241
1,13,31,1,148
1,13,31,2,93
1,13,32,0,271
1,13,32,1,161
1,13,32,2,110
1,13,33,0,280
1,13,33,1,161
1,13,33,2,119
1,13,34,0,288
1,13,34,1,185
1,13,34,2,103
1,13,35,0,296
1,13,35,1,192
1,13,35,2,104
1,13,36,0,365
1,13,36,1,213
1,13,36,2,152
1,13,37,0,368
1,13,37,1,234
1,13,37,2,134
1,13,38,0,338
1,13,38,1,213
1,13,38,2,125
1,13,39,0,371
1,13,39,1,231
1,13,39,2,140
1,13,40,0,372
1,13,40,1,237
1,13,40,2,135
1,13,41,0,389
1,13,41,1,229
1,13,41,2,160
1,13,42,0,385
1,13,42,1,249
1,13,42,2,136
1,13,43,0,344
1,13,43,1,211
1,13,43,2,133
1,13,44,0,327
1,13,44,1,201
1,13,44,2,126
1,13,45,0,342
1,13,45,1,206
1,13,45,2,136
1,14,0,0,12787
1,14,0,1,7882
1,14,0,2,4905
1,14,1,0,196
1,14,1,1,113
1,14,1,2,83
1,14,2,0,174
1,14,2,1,94
1,14,2,2,80
1,14,3,0,190
1,14,3,1,105
1,14,3,2,85
1,14,4,0,200
1,14,4,1,128
1,14,4,2,72
1,14,5,0,167
1,14,5,1,106
1,14,5,2,61
1,14,6,0,208
1,14,6,1,127
1,14,6,2,81
1,14,7,0,217
1,14,7,1,120
1,14,7,2,97
1,14,8,0,220
1,14,8,1,132
1,14,8,2,88
1,14,9,0,211
1,14,9,1,133
1,14,9,2,78
1,14,10,0,205
1,14,10,1,130
1,14,10,2,75
1,14,11,0,240
1,14,11,1,133
1,14,11,2,107
1,14,12,0,239
1,14,12,1,153
1,14,12,2,86
1,14,13,0,227
1,14,13,1,148
1,14,13,2,79
1,14,14,0,237
1,14,14,1,151
1,14,14,2,86
1,14,15,0,249
1,14,15,1,152
1,14,15,2,97
1,14,16,0,254
1,14,16,1,154
1,14,16,2,100
1,14,17,0,238
1,14,17,1,147
1,14,17,2,91
1,14,18,0,261
1,14,18,1,159
1,14,18,2,102
1,14,19,0,259
1,14,19,1,150
1,14,19,2,109
1,14,20,0,249
1,14,20,1,161
1,14,20,2,88
1,14,21,0,238
1,14,21,1,135
1,14,21,2,103
1,14,22,0,259
1,14,22,1,155
1,14,22,2,104
1,14,23,0,274
1,14,23,1,176
1,14,23,2,98
1,14,24,0,257
1,14,24,1,153
1,14,24,2,104
1,14,25,0,199
1,14,25,1,125
1,14,25,2,74
1,14,26,0,247
1,14,26,1,157
1,14,26,2,90
1,14,27,0,255
1,14,27,1,145
1,14,27,2,110
1,14,28,0,252
1,14,28,1,167
1,14,28,2,85
1,14,29,0,278
1,14,29,1,171
1,14,29,2,107
1,14,30,0,277
1,14,30,1,174
1,14,30,2,103
1,14,31,0,272
1,14,31,1,179
1,14,31,2,93
1,14,32,0,275
1,14,32,1,156
1,14,32,2,119
1,14,33,0,276
1,14,33,1,180
1,14,33,2,96
1,14,34,0,311
1,14,34,1,198
1,14,34,2,113
1,14,35,0,302
1,14,35,1,179
1,14,35,2,123
1,14,36,0,398
1,14,36,1,253
1,14,36,2,145
1,14,37,0,393
1,14,37,1,241
1,14,37,2,152
1,14,38,0,430
1,14,38,1,283
1,14,38,2,147
1,14,39,0,427
1,14,39,1,266
1,14,39,2,161
1,14,40,0,453
1,14,40,1,296
1,14,40,2,157
1,14,41,0,447
1,14,41,1,277
1,14,41,2,170
1,14,42,0,486
1,14,42,1,312
1,14,42,2,174
1,14,43,0,472
1,14,43,1,274
1,14,43,2,198
1,14,44,0,453
1,14,44,1,274
1,14,44,2,179
1,14,45,0,415
1,14,45,1,260
1,14,45,2,155
1,15,0,0,14161
1,15,0,1,8637
1,15,0,2,5524
1,15,1,0,182
1,15,1,1,106
1,15,1,2,76
1,15,2,0,195
1,15,2,1,116
1,15,2,2,79
1,15,3,0,212
1,15,3,1,115
1,15,3,2,97
1,15,4,0,210
1,15,4,1,119
1,15,4,2,91
1,15,5,0,223
1,15,5,1,124
1,15,5,2,99
1,15,6,0,209
1,15,6,1,127
1,15,6,2,82
1,15,7,0,227
1,15,7,1,126
1,15,7,2,101
1,15,8,0,232
1,15,8,1,145
1,15,8,2,87
1,15,9,0,244
1,15,9,1,158
1,15,9,2,86
1,15,10,0,228
1,15,10,1,130
1,15,10,2,98
1,15,11,0,248
1,15,11,1,145
1,15,11,2,103
1,15,12,0,255
1,15,12,1,153
1,15,12,2,102
1,15,13,0,280
1,15,13,1,167
1,15,13,2,113
1,15,14,0,258
1,15,14,1,147
1,15,14,2,111
1,15,15,0,286
1,15,15,1,174
1,15,15,2,112
1,15,16,0,290
1,15,16,1,187
1,15,16,2,103
1,15,17,0,310
1,15,17,1,177
1,15,17,2,133
1,15,18,0,296
1,15,18,1,176
1,15,18,2,120
1,15,19,0,296
1,15,19,1,185
1,15,19,2,111
1,15,20,0,344
1,15,20,1,209
1,15,20,2,135
1,15,21,0,332
1,15,21,1,213
1,15,21,2,119
1,15,22,0,305
1,15,22,1,184
1,15,22,2,121
1,15,23,0,324
1,15,23,1,189
1,15,23,2,135
1,15,24,0,310
1,15,24,1,196
1,15,24,2,114
1,15,25,0,315
1,15,25,1,203
1,15,25,2,112
1,15,26,0,291
1,15,26,1,182
1,15,26,2,109
1,15,27,0,363
1,15,27,1,229
1,15,27,2,134
1,15,28,0,298
1,15,28,1,197
1,15,28,2,101
1,15,29,0,311
1,15,29,1,203
1,15,29,2,108
1,15,30,0,298
1,15,30,1,184
1,15,30,2,114
1,15,31,0,324
1,15,31,1,200
1,15,31,2,124
1,15,32,0,297
1,15,32,1,173
1,15,32,2,124
1,15,33,0,328
1,15,33,1,200
1,15,33,2,128
1,15,34,0,336
1,15,34,1,205
1,15,34,2,131
1,15,35,0,341
1,15,35,1,203
1,15,35,2,138
1,15,36,0,341
1,15,36,1,206
1,15,36,2,135
1,15,37,0,352
1,15,37,1,227
1,15,37,2,125
1,15,38,0,358
1,15,38,1,213
1,15,38,2,145
1,15,39,0,451
1,15,39,1,262
1,15,39,2,189
1,15,40,0,444
1,15,40,1,275
1,15,40,2,169
1,15,41,0,455
1,15,41,1,279
1,15,41,2,176
1,15,42,0,462
1,15,42,1,281
1,15,42,2,181
1,15,43,0,504
1,15,43,1,307
1,15,43,2,197
1,15,44,0,497
1,15,44,1,316
1,15,44,2,181
1,15,45,0,499
1,15,45,1,324
1,15,45,2,175
1,16,0,0,13785
1,16,0,1,7952
1,16,0,2,5833
1,16,1,0,176
1,16,1,1,107
1,16,1,2,69
1,16,2,0,222
1,16,2,1,133
1,16,2,2,89
1,16,3,0,189
1,16,3,1,89
1,16,3,2,100
1,16,4,0,208
1,16,4,1,112
1,16,4,2,96
1,16,5,0,170
1,16,5,1,92
1,16,5,2,78
1,16,6,0,207
1,16,6,1,123
1,16,6,2,84
1,16,7,0,192
1,16,7,1,105
1,16,7,2,87
1,16,8,0,210
1,16,8,1,113
1,16,8,2,97
1,16,9,0,233
1,16,9,1,137
1,16,9,2,96
1,16,10,0,243
1,16,10,1,142
1,16,10,2,101
1,16,11,0,223
1,16,11,1,118
1,16,11,2,105
1,16,12,0,251
1,16,12,1,145
1,16,12,2,106
1,16,13,0,258
1,16,13,1,145
1,16,13,2,113
1,16,14,0,247
1,16,14,1,140
1,16,14,2,107
1,16,15,0,259
1,16,15,1,151
1,16,15,2,108
1,16,16,0,268
1,16,16,1,136
1,16,16,2,132
1,16,17,0,252
1,16,17,1,150
1,16,17,2,102
1,16,18,0,267
1,16,18,1,149
1,16,18,2,118
1,16,19,0,285
1,16,19,1,166
1,16,19,2,119
1,16,20,0,294
1,16,20,1,177
1,16,20,2,117
1,16,21,0,324
1,16,21,1,195
1,16,21,2,129
1,16,22,0,299
1,16,22,1,151
1,16,22,2,148
1,16,23,0,311
1,16,23,1,189
1,16,23,2,122
1,16,24,0,309
1,16,24,1,182
1,16,24,2,127
1,16,25,0,334
1,16,25,1,221
1,16,25,2,113
1,16,26,0,336
1,16,26,1,183
1,16,26,2,153
1,16,27,0,384
1,16,27,1,206
1,16,27,2,178
1,16,28,0,373
1,16,28,1,209
1,16,28,2,164
1,16,29,0,360
1,16,29,1,204
1,16,29,2,156
1,16,30,0,377
1,16,30,1,219
1,16,30,2,158
1,16,31,0,328
1,16,31,1,191
1,16,31,2,137
1,16,32,0,358
1,16,32,1,195
1,16,32,2,163
1,16,33,0,355
1,16,33,1,208
1,16,33,2,147
1,16,34,0,360
1,16,34,1,210
1,16,34,2,150
1,16,35,0,353
1,16,35,1,213
1,16,35,2,140
1,16,36,0,402
1,16,36,1,255
1,16,36,2,147
1,16,37,0,364
1,16,37,1,202
1,16,37,2,162
1,16,38,0,396
1,16,38,1,228
1,16,38,2,168
1,16,39,0,380
1,16,39,1,227
1,16,39,2,153
1,16,40,0,372
1,16,40,1,229
1,16,40,2,143
1,16,41,0,385
1,16,41,1,233
1,16,41,2,152
1,16,42,0,367
1,16,42,1,215
1,16,42,2,152
1,16,43,0,418
1,16,43,1,246
1,16,43,2,172
1,16,44,0,425
1,16,44,1,240
1,16,44,2,185
1,16,45,0,461
1,16,45,1,271
1,16,45,2,190
1,17,0,0,11822
1,17,0,1,6326
1,17,0,2,5496
1,17,1,0,175
1,17,1,1,89
1,17,1,2,86
1,17,2,0,187
1,17,2,1,90
1,17,2,2,97
1,17,3,0,170
1,17,3,1,86
1,17,3,2,84
1,17,4,0,211
1,17,4,1,94
1,17,4,2,117
1,17,5,0,191
1,17,5,1,92
1,17,5,2,99
1,17,6,0,156
1,17,6,1,74
1,17,6,2,82
1,17,7,0,162
1,17,7,1,85
1,17,7,2,77
1,17,8,0,181
1,17,8,1,97
1,17,8,2,84
1,17,9,0,199
1,17,9,1,89
1,17,9,2,110
1,17,10,0,198
1,17,10,1,91
1,17,10,2,107
1,17,11,0,182
1,17,11,1,87
1,17,11,2,95
1,17,12,0,196
1,17,12,1,104
1,17,12,2,92
1,17,13,0,210
1,17,13,1,109
1,17,13,2,101
1,17,14,0,197
1,17,14,1,99
1,17,14,2,98
1,17,15,0,210
1,17,15,1,101
1,17,15,2,109
1,17,16,0,215
1,17,16,1,116
1,17,16,2,99
1,17,17,0,207
1,17,17,1,77
1,17,17,2,130
1,17,18,0,200
1,17,18,1,104
1,17,18,2,96
1,17,19,0,230
1,17,19,1,126
1,17,19,2,104
1,17,20,0,218
1,17,20,1,111
1,17,20,2,107
1,17,21,0,251
1,17,21,1,125
1,17,21,2,126
1,17,22,0,256
1,17,22,1,120
1,17,22,2,136
1,17,23,0,229
1,17,23,1,127
1,17,23,2,102
1,17,24,0,254
1,17,24,1,126
1,17,24,2,128
1,17,25,0,238
1,17,25,1,127
1,17,25,2,111
1,17,26,0,283
1,17,26,1,150
1,17,26,2,133
1,17,27,0,338
1,17,27,1,181
1,17,27,2,157
1,17,28,0,317
1,17,28,1,171
1,17,28,2,146
1,17,29,0,286
1,17,29,1,159
1,17,29,2,127
1,17,30,0,315
1,17,30,1,154
1,17,30,2,161
1,17,31,0,322
1,17,31,1,182
1,17,31,2,140
1,17,32,0,366
1,17,32,1,200
1,17,32,2,166
1,17,33,0,325
1,17,33,1,196
1,17,33,2,129
1,17,34,0,341
1,17,34,1,166
1,17,34,2,175
1,17,35,0,350
1,17,35,1,209
1,17,35,2,141
1,17,36,0,388
1,17,36,1,231
1,17,36,2,157
1,17,37,0,344
1,17,37,1,202
1,17,37,2,142
1,17,38,0,358
1,17,38,1,188
1,17,38,2,170
1,17,39,0,364
1,17,39,1,208
1,17,39,2,156
1,17,40,0,362
1,17,40,1,224
1,17,40,2,138
1,17,41,0,315
1,17,41,1,180
1,17,41,2,135
1,17,42,0,317
1,17,42,1,193
1,17,42,2,124
1,17,43,0,356
1,17,43,1,207
1,17,43,2,149
1,17,44,0,327
1,17,44,1,194
1,17,44,2,133
1,17,45,0,325
1,17,45,1,185
1,17,45,2,140
1,18,0,0,12112
1,18,0,1,5608
1,18,0,2,6504
1,18,1,0,132
1,18,1,1,57
1,18,1,2,75
1,18,2,0,151
1,18,2,1,77
1,18,2,2,74
1,18,3,0,159
1,18,3,1,67
1,18,3,2,92
1,18,4,0,157
1,18,4,1,81
1,18,4,2,76
1,18,5,0,177
1,18,5,1,81
1,18,5,2,96
1,18,6,0,170
1,18,6,1,74
1,18,6,2,96
1,18,7,0,167
1,18,7,1,77
1,18,7,2,90
1,18,8,0,198
1,18,8,1,90
1,18,8,2,108
1,18,9,0,180
1,18,9,1,73
1,18,9,2,107
1,18,10,0,171
1,18,10,1,61
1,18,10,2,110
1,18,11,0,182
1,18,11,1,83
1,18,11,2,99
1,18,12,0,177
1,18,12,1,67
1,18,12,2,110
1,18,13,0,207
1,18,13,1,74
1,18,13,2,133
1,18,14,0,175
1,18,14,1,79
1,18,14,2,96
1,18,15,0,200
1,18,15,1,82
1,18,15,2,118
1,18,16,0,210
1,18,16,1,87
1,18,16,2,123
1,18,17,0,207
1,18,17,1,77
1,18,17,2,130
1,18,18,0,222
1,18,18,1,98
1,18,18,2,124
1,18,19,0,218
1,18,19,1,70
1,18,19,2,148
1,18,20,0,232
1,18,20,1,88
1,18,20,2,144
1,18,21,0,216
1,18,21,1,91
1,18,21,2,125
1,18,22,0,241
1,18,22,1,117
1,18,22,2,124
1,18,23,0,265
1,18,23,1,117
1,18,23,2,148
1,18,24,0,270
1,18,24,1,110
1,18,24,2,160
1,18,25,0,255
1,18,25,1,113
1,18,25,2,142
1,18,26,0,284
1,18,26,1,128
1,18,26,2,156
1,18,27,0,287
1,18,27,1,134
1,18,27,2,153
1,18,28,0,303
1,18,28,1,139
1,18,28,2,164
1,18,29,0,309
1,18,29,1,144
1,18,29,2,165
1,18,30,0,299
1,18,30,1,145
1,18,30,2,154
1,18,31,0,316
1,18,31,1,148
1,18,31,2,168
1,18,32,0,335
1,18,32,1,160
1,18,32,2,175
1,18,33,0,358
1,18,33,1,171
1,18,33,2,187
1,18,34,0,373
1,18,34,1,190
1,18,34,2,183
1,18,35,0,380
1,18,35,1,168
1,18,35,2,212
1,18,36,0,383
1,18,36,1,183
1,18,36,2,200
1,18,37,0,391
1,18,37,1,185
1,18,37,2,206
1,18,38,0,392
1,18,38,1,205
1,18,38,2,187
1,18,39,0,394
1,18,39,1,205
1,18,39,2,189
1,18,40,0,445
1,18,40,1,226
1,18,40,2,219
1,18,41,0,382
1,18,41,1,176
1,18,41,2,206
1,18,42,0,397
1,18,42,1,211
1,18,42,2,186
1,18,43,0,393
1,18,43,1,211
1,18,43,2,182
1,18,44,0,388
1,18,44,1,197
1,18,44,2,191
1,18,45,0,364
1,18,45,1,191
1,18,45,2,173
1,19,0,0,0
1,19,0,1,0
1,19,0,2,0
1,19,1,0,0
1,19,1,1,0
1,19,1,2,0
1,19,2,0,0
1,19,2,1,0
1,19,2,2,0
1,19,3,0,0
1,19,3,1,0
1,19,3,2,0
1,19,4,0,0
1,19,4,1,0
1,19,4,2,0
1,19,5,0,0
1,19,5,1,0
1,19,5,2,0
1,19,6,0,0
1,19,6,1,0
1,19,6,2,0
1,19,7,0,0
1,19,7,1,0
1,19,7,2,0
1,19,8,0,0
1,19,8,1,0
1,19,8,2,0
1,19,9,0,0
1,19,9,1,0
1,19,9,2,0
1,19,10,0,0
1,19,10,1,0
1,19,10,2,0
1,19,11,0,0
1,19,11,1,0
1,19,11,2,0
1,19,12,0,0
1,19,12,1,0
1,19,12,2,0
1,19,13,0,0
1,19,13,1,0
1,19,13,2,0
1,19,14,0,0
1,19,14,1,0
1,19,14,2,0
1,19,15,0,0
1,19,15,1,0
1,19,15,2,0
1,19,16,0,0
1,19,16,1,0
1,19,16,2,0
1,19,17,0,0
1,19,17,1,0
1,19,17,2,0
1,19,18,0,0
1,19,18,1,0
1,19,18,2,0
1,19,19,0,0
1,19,19,1,0
1,19,19,2,0
1,19,20,0,0
1,19,20,1,0
1,19,20,2,0
1,19,21,0,0
1,19,21,1,0
1,19,21,2,0
1,19,22,0,0
1,19,22,1,0
1,19,22,2,0
1,19,23,0,0
1,19,23,1,0
1,19,23,2,0
1,19,24,0,0
1,19,24,1,0
1,19,24,2,0
1,19,25,0,0
1,19,25,1,0
1,19,25,2,0
1,19,26,0,0
1,19,26,1,0
1,19,26,2,0
1,19,27,0,0
1,19,27,1,0
1,19,27,2,0
1,19,28,0,0
1,19,28,1,0
1,19,28,2,0
1,19,29,0,0
1,19,29,1,0
1,19,29,2,0
1,19,30,0,0
1,19,30,1,0
1,19,30,2,0
1,19,31,0,0
1,19,31,1,0
1,19,31,2,0
1,19,32,0,0
1,19,32,1,0
1,19,32,2,0
1,19,33,0,0
1,19,33,1,0
1,19,33,2,0
1,19,34,0,0
1,19,34,1,0
1,19,34,2,0
1,19,35,0,0
1,19,35,1,0
1,19,35,2,0
1,19,36,0,0
1,19,36,1,0
1,19,36,2,0
1,19,37,0,0
1,19,37,1,0
1,19,37,2,0
1,19,38,0,0
1,19,38,1,0
1,19,38,2,0
1,19,39,0,0
1,19,39,1,0
1,19,39,2,0
1,19,40,0,0
1,19,40,1,0
1,19,40,2,0
1,19,41,0,0
1,19,41,1,0
1,19,41,2,0
1,19,42,0,0
1,19,42,1,0
1,19,42,2,0
1,19,43,0,0
1,19,43,1,0
1,19,43,2,0
1,19,44,0,0
1,19,44,1,0
1,19,44,2,0
1,19,45,0,0
1,19,45,1,0
1,19,45,2,0
2,0,0,0,50
2,0,0,1,24
2,0,0,2,26
2,0,1,0,0
2,0,1,1,0
2,0,1,2,0
2,0,2,0,0
2,0,2,1,0
2,0,2,2,0
2,0,3,0,1
2,0,3,1,0
2,0,3,2,1
2,0,4,0,0
2,0,4,1,0
2,0,4,2,0
2,0,5,0,0
2,0,5,1,0
2,0,5,2,0
2,0,6,0,1
2,0,6,1,0
2,0,6,2,1
2,0,7,0,0
2,0,7,1,0
2,0,7,2,0
2,0,8,0,0
2,0,8,1,0
2,0,8,2,0
2,0,9,0,1
2,0,9,1,1
2,0,9,2,0
2,0,10,0,0
2,0,10,1,0
2,0,10,2,0
2,0,11,0,0
2,0,11,1,0
2,0,11,2,0
2,0,12,0,0
2,0,12,1,0
2,0,12,2,0
2,0,13,0,2
2,0,13,1,1
2,0,13,2,1
2,0,14,0,0
2,0,14,1,0
